production_id,plant_id,production_date,product_code,target_strength_mpa,volume_m3,cement_kg_m3,water_l_m3,fine_aggregate_kg_m3,coarse_aggregate_kg_m3,moisture_pct,process_efficiency,material_cost_cad
PRD0005927,PLT006,2025-01-23,C30,30,81.58,300.45,173.49,706.68,1042.37,5.63,0.8397,16799.6
PRD0005928,PLT006,2025-01-23,C25,25,136.77,264.6,184.31,754.74,1036.37,3.99,0.886,26024.76
PRD0005929,PLT006,2025-01-23,C35,35,135.13,320.91,160.07,735.63,950.04,4.51,0.9278,29165.8
PRD0005930,PLT006,2025-01-24,C25,25,96.17,269.41,176.43,794.24,1020.36,5.38,0.9173,18159.42
PRD0005931,PLT006,2025-01-24,C25,25,108.07,259.25,174.04,720.77,1044.34,5.84,0.9405,20289.18
PRD0005932,PLT006,2025-01-24,C40,40,95.09,369.8,164.3,783.07,1007.2,3.96,0.98,21788.98
PRD0005933,PLT006,2025-01-26,C25,25,142.83,266.52,178.53,727.84,1004.48,3.4,0.9268,26906.07
PRD0005934,PLT006,2025-01-26,C40,40,101.83,370.56,158.54,711.08,991.37,6.31,0.9272,23640.35
PRD0005935,PLT006,2025-01-26,C30,30,110.41,295.24,167.13,768.11,1061.28,3.69,0.9052,22379.39
PRD0005936,PLT006,2025-01-26,C25,25,130.24,262.75,183.21,803.69,1042.96,4.78,0.9749,24246.34
PRD0005937,PLT006,2025-01-26,C25,25,116.46,254.88,182.04,756.68,1044.98,3.19,0.9247,21951.09
PRD0005938,PLT006,2025-01-27,C30,30,125.4,302.69,166.64,789.35,1047.07,1.71,0.9054,25415.81
PRD0005939,PLT006,2025-01-27,C25,25,103.75,238.52,181.09,758.02,983.05,3.34,0.9568,19401.93
PRD0005940,PLT006,2025-01-27,C35,35,109.4,327.71,165.71,795.22,1007.18,3.41,0.9097,23717.21
PRD0005941,PLT006,2025-01-27,C40,40,106.03,359.01,155.03,740.2,994.86,3.15,0.9246,24630.61
PRD0005942,PLT006,2025-01-27,C35,35,114.52,329.67,169.82,776.73,1042.53,4.76,0.9287,24711.59
PRD0005943,PLT006,2025-01-28,C25,25,93.95,253.4,178.38,733.11,1060.56,4.65,0.9468,17611.47
PRD0005944,PLT006,2025-01-28,C35,35,79.71,334.0,170.62,776.16,1001.57,3.83,0.9785,16990.44
PRD0005945,PLT006,2025-01-28,C30,30,69.13,294.45,173.24,784.27,952.79,3.9,0.8816,14093.73
PRD0005946,PLT006,2025-01-28,C40,40,86.77,366.17,162.17,729.6,1027.65,5.78,0.8492,20530.22
PRD0005947,PLT006,2025-01-29,C30,30,105.13,298.67,175.22,745.07,1042.76,4.9,0.8437,21629.75
PRD0005948,PLT006,2025-01-29,C25,25,104.64,252.58,182.46,772.29,995.18,4.78,0.8754,19962.39
PRD0005949,PLT006,2025-01-30,C30,30,83.96,303.65,168.5,783.83,1019.61,1.84,0.8598,17206.45
PRD0005950,PLT006,2025-01-30,C30,30,96.39,295.11,175.39,757.97,1033.44,4.72,0.9649,19253.04
PRD0005951,PLT006,2025-01-30,C25,25,125.67,259.53,182.0,786.28,1006.98,5.28,0.8776,23961.07
PRD0005952,PLT006,2025-01-30,C35,35,131.46,343.14,171.42,774.26,1022.72,4.4,0.9292,28362.45
PRD0005953,PLT006,2025-01-30,C30,30,79.88,303.85,175.48,738.89,1010.28,5.59,0.8772,16302.29
PRD0005954,PLT006,2025-01-31,C40,40,105.25,358.54,160.89,745.08,990.79,5.23,0.9073,24552.81
PRD0005955,PLT006,2025-01-31,C40,40,180.0,370.73,160.06,754.96,1069.62,1.5,0.9005,42060.53
PRD0005956,PLT006,2025-02-01,C25,25,131.67,258.65,176.53,813.59,1051.97,3.89,0.9018,24957.12
PRD0005957,PLT006,2025-02-01,C25,25,103.98,260.89,176.14,729.99,1045.14,5.01,0.8876,19776.29
PRD0005958,PLT006,2025-02-01,C40,40,97.85,364.55,156.01,777.19,1034.13,3.88,0.9209,22751.08
PRD0005959,PLT006,2025-02-01,C25,25,119.5,248.61,176.77,767.65,969.22,4.7,0.9109,22600.89
PRD0005960,PLT006,2025-02-01,C25,25,120.82,268.39,179.05,794.62,970.78,5.68,0.8442,23221.58
PRD0005961,PLT006,2025-02-02,C40,40,88.83,366.15,164.27,772.9,1016.28,1.5,0.8816,20851.45
PRD0005962,PLT006,2025-02-02,C40,40,133.11,371.6,161.31,737.65,1041.83,5.39,0.8529,31465.32
PRD0005963,PLT006,2025-02-02,C30,30,103.81,303.5,175.32,752.53,988.86,5.26,0.9206,20962.03
PRD0005964,PLT006,2025-02-02,C30,30,103.49,289.39,167.06,786.92,1038.19,4.71,0.9053,20976.23
PRD0005965,PLT006,2025-02-03,C35,35,137.91,324.52,169.11,742.38,1000.03,3.33,0.8648,30225.13
PRD0005966,PLT006,2025-02-03,C40,40,99.18,353.79,156.96,746.57,1001.21,4.78,0.9237,23044.49
PRD0005967,PLT006,2025-02-03,C30,30,119.66,312.31,175.19,763.19,1044.69,2.81,0.9245,24138.89
PRD0005968,PLT006,2025-02-03,C25,25,111.95,250.08,181.58,772.98,1003.64,3.36,0.912,21165.55
PRD0005969,PLT006,2025-02-03,C40,40,74.72,370.05,164.84,764.08,1013.51,6.27,0.9558,17223.23
PRD0005970,PLT006,2025-02-04,C40,40,115.72,363.79,159.76,753.69,990.09,4.6,0.9071,26996.74
PRD0005971,PLT006,2025-02-04,C35,35,111.34,335.14,169.43,782.2,1002.47,2.96,0.9337,23994.62
PRD0005972,PLT006,2025-02-05,C25,25,107.11,267.1,180.9,767.13,987.95,3.58,0.9049,20286.09
PRD0005973,PLT006,2025-02-05,C30,30,105.56,307.89,183.76,743.34,1007.64,5.37,0.8428,21722.97
PRD0005974,PLT006,2025-02-05,C30,30,113.58,294.17,173.38,739.22,1054.9,4.83,0.8916,23097.6
PRD0005975,PLT006,2025-02-05,C30,30,129.7,298.76,182.35,767.1,1033.62,4.1,0.9399,26066.54
PRD0005976,PLT006,2025-02-06,C30,30,118.69,300.32,174.3,814.73,1051.26,5.39,0.9204,23968.32
PRD0005977,PLT006,2025-02-06,C35,35,97.64,328.14,164.18,721.61,1039.22,2.65,0.9328,21047.5
PRD0005978,PLT006,2025-02-06,C25,25,78.12,268.77,174.51,743.35,1002.82,4.68,0.8886,14854.83
PRD0005979,PLT006,2025-02-06,C35,35,180.0,331.36,166.48,733.53,1108.68,5.81,0.9061,39055.43
PRD0005980,PLT006,2025-02-07,C30,30,93.79,302.19,172.13,777.72,1025.46,3.31,0.925,18917.99
PRD0005981,PLT006,2025-02-07,C25,25,121.27,267.82,181.67,787.27,1015.73,5.62,0.9508,22711.51
PRD0005982,PLT006,2025-02-07,C35,35,90.16,326.4,165.19,782.28,1014.26,5.11,0.888,19649.51
PRD0005983,PLT006,2025-02-07,C30,30,97.09,300.02,182.25,734.18,1036.99,3.22,0.8866,19769.28
PRD0005984,PLT006,2025-02-08,C25,25,81.14,258.11,187.41,738.48,1000.3,7.27,0.9438,15221.5
PRD0005985,PLT006,2025-02-08,C25,25,96.52,269.04,181.74,749.72,1005.86,5.73,0.9076,18269.51
PRD0005986,PLT006,2025-02-08,C30,30,70.05,307.44,174.2,717.52,970.01,3.99,0.8561,14367.74
PRD0005987,PLT006,2025-02-09,C40,40,128.15,363.09,153.16,710.87,1018.53,5.1,0.9305,29725.04
PRD0005988,PLT006,2025-02-09,C25,25,132.25,256.89,177.68,750.19,1010.84,7.16,0.9134,24995.77
PRD0005989,PLT006,2025-02-09,C35,35,91.94,329.59,165.25,772.79,1053.04,4.39,0.9446,19761.53
PRD0005990,PLT006,2025-02-09,C40,40,73.38,377.4,157.68,766.88,1028.88,5.68,0.941,16977.37
PRD0005991,PLT006,2025-02-10,C35,35,94.87,334.6,172.83,783.25,992.19,5.6,0.8842,20695.15
PRD0005992,PLT006,2025-02-10,C25,25,80.36,254.87,181.32,765.87,1023.85,4.15,0.8933,15263.38
PRD0005993,PLT006,2025-02-10,C40,40,88.78,370.73,156.01,769.15,1002.77,3.99,0.9526,20482.57
PRD0005994,PLT006,2025-02-10,C30,30,127.11,300.06,180.44,724.15,1063.62,4.66,0.8898,25861.86
PRD0005995,PLT006,2025-02-10,C40,40,63.12,365.82,162.93,785.66,1055.84,4.11,0.9075,14723.07
PRD0005996,PLT006,2025-02-11,C25,25,109.68,260.47,176.96,757.5,1040.37,7.71,0.8843,20877.78
PRD0005997,PLT006,2025-02-11,C25,25,86.33,254.76,179.7,721.74,1055.49,4.93,0.9133,16317.22
PRD0005998,PLT006,2025-02-11,C30,30,84.56,297.05,178.26,759.32,1030.01,3.85,0.8835,17230.5
PRD0005999,PLT006,2025-02-12,C30,30,74.65,300.14,176.72,778.09,1036.3,4.72,0.9676,14900.01
PRD0006000,PLT006,2025-02-12,C40,40,129.3,372.65,161.66,754.43,1000.65,5.67,0.9422,29906.77
PRD0006001,PLT006,2025-02-12,C25,25,73.73,263.68,171.71,764.1,1021.01,5.98,0.947,13820.13
PRD0006002,PLT006,2025-02-12,C25,25,101.99,254.49,176.69,751.47,1025.01,6.28,0.9373,19163.24
PRD0006003,PLT006,2025-02-13,C30,30,107.43,310.05,169.06,780.14,1048.92,4.05,0.9089,21755.25
PRD0006004,PLT006,2025-02-13,C30,30,124.04,298.23,172.45,773.25,1011.1,4.48,0.9247,25021.24
PRD0006005,PLT006,2025-02-13,C35,35,150.97,330.21,170.01,748.99,1026.04,5.44,0.9026,32784.49
PRD0006006,PLT006,2025-02-13,C40,40,91.35,365.78,154.7,721.59,998.08,6.57,0.8899,21400.19
PRD0006007,PLT006,2025-02-14,C40,40,103.38,364.06,148.47,748.63,1016.0,7.52,0.9255,24009.02
PRD0006008,PLT006,2025-02-14,C35,35,94.71,320.87,167.18,738.68,997.1,6.26,0.9085,20538.22
PRD0006009,PLT006,2025-02-15,C40,40,101.5,353.24,161.13,720.77,1017.53,4.43,0.8661,23916.24
PRD0006010,PLT006,2025-02-15,C25,25,103.83,263.98,179.27,754.62,1042.37,2.17,0.9121,19629.82
PRD0006011,PLT006,2025-02-15,C40,40,95.46,361.14,163.94,748.71,972.63,4.95,0.9101,22254.38
PRD0006012,PLT006,2025-02-15,C30,30,98.52,300.55,170.72,797.0,1011.93,3.35,0.8776,20102.9
PRD0006013,PLT006,2025-02-15,C35,35,101.19,331.1,169.78,749.41,1018.75,5.71,0.891,22036.57
PRD0006014,PLT006,2025-02-16,C25,25,106.38,253.77,179.78,773.07,1044.46,5.66,0.8712,20313.85
PRD0006015,PLT006,2025-02-16,C25,25,107.55,263.95,185.89,760.48,1009.3,4.72,0.8206,20789.58
PRD0006016,PLT006,2025-02-17,C25,25,114.45,272.22,175.76,802.02,1021.0,4.87,0.9745,21308.78
PRD0006017,PLT006,2025-02-17,C35,35,129.66,340.71,171.1,772.43,1041.18,1.5,0.8416,28576.11
PRD0006018,PLT006,2025-02-17,C40,40,117.78,360.77,161.5,728.94,1007.55,5.18,0.8616,27783.06
PRD0006019,PLT006,2025-02-17,C25,25,98.49,267.0,180.83,784.56,1048.49,2.35,0.9673,18370.02
PRD0006020,PLT006,2025-02-18,C25,25,127.37,256.01,181.79,773.34,1011.85,6.43,0.8363,24526.72
PRD0006021,PLT006,2025-02-18,C30,30,108.85,291.04,174.04,777.49,978.16,4.19,0.9503,21821.03
PRD0006022,PLT006,2025-02-18,C25,25,117.99,259.01,179.87,769.83,1022.91,4.15,0.9122,22307.95
PRD0006023,PLT006,2025-02-18,C35,35,142.05,330.53,162.93,729.94,1030.25,3.37,0.9784,30277.73
PRD0006024,PLT006,2025-02-18,C25,25,77.9,259.37,182.28,744.17,1038.47,6.13,0.9478,14600.2
PRD0006025,PLT006,2025-02-19,C35,35,159.49,326.28,165.27,744.9,1065.28,3.19,0.9513,34224.41
PRD0006026,PLT006,2025-02-19,C40,40,103.74,363.95,155.65,740.6,1032.78,5.97,0.8361,24621.37
PRD0006027,PLT006,2025-02-19,C40,40,141.25,372.91,152.09,755.63,998.9,2.56,0.9782,32380.19
PRD0006028,PLT006,2025-02-19,C35,35,124.42,329.73,175.58,732.2,1004.74,3.0,0.84,27432.4
PRD0006029,PLT006,2025-02-19,C30,30,129.61,310.83,170.41,786.21,1041.65,6.9,0.9434,26025.5
PRD0006030,PLT006,2025-02-20,C25,25,143.24,263.37,177.73,740.7,915.42,2.98,0.8846,27263.65
PRD0006031,PLT006,2025-02-20,C35,35,110.07,334.93,173.52,744.89,1016.14,4.42,0.8879,23988.7
PRD0006032,PLT006,2025-02-20,C25,25,114.78,258.03,187.33,724.26,967.42,5.74,0.98,21340.65
PRD0006033,PLT006,2025-02-21,C25,25,104.84,255.68,177.96,801.69,992.62,5.6,0.8978,19891.16
PRD0006034,PLT006,2025-02-21,C40,40,62.3,366.87,163.53,791.53,1026.79,4.32,0.8857,14609.52
PRD0006035,PLT006,2025-02-21,C35,35,131.2,322.49,167.79,766.88,1017.2,5.59,0.8922,28563.62
PRD0006036,PLT006,2025-02-21,C35,35,110.78,329.97,168.32,754.44,1055.7,5.1,0.906,24036.59
PRD0006037,PLT006,2025-02-22,C35,35,106.6,321.09,165.75,726.64,998.71,4.83,0.9166,23070.9
PRD0006038,PLT006,2025-02-22,C30,30,140.02,297.33,176.97,766.28,1032.91,4.42,0.8881,28500.08
PRD0006039,PLT006,2025-02-22,C35,35,104.28,326.84,166.76,772.58,1024.29,4.85,0.9221,22537.28
PRD0006040,PLT006,2025-02-22,C35,35,150.18,323.41,163.42,782.95,936.33,3.59,0.914,32522.55
PRD0006041,PLT006,2025-02-22,C35,35,100.79,324.94,170.03,768.63,1038.53,4.06,0.8945,21930.9
PRD0006042,PLT006,2025-02-23,C25,25,112.85,259.49,181.14,727.22,1009.53,5.53,0.8493,21664.89
PRD0006043,PLT006,2025-02-23,C30,30,96.78,302.36,174.12,756.96,1070.63,3.79,0.9476,19412.49
PRD0006044,PLT006,2025-02-23,C40,40,119.94,363.48,159.46,756.31,1087.73,2.02,0.9001,28028.17
PRD0006045,PLT006,2025-02-23,C35,35,100.17,331.93,167.51,772.3,1026.94,5.51,0.9052,21738.3
PRD0006046,PLT006,2025-02-24,C35,35,145.18,327.13,174.06,740.95,1005.65,3.47,0.9241,31362.14
PRD0006047,PLT006,2025-02-24,C35,35,121.75,329.72,167.44,753.08,992.71,4.37,0.9282,26273.63
PRD0006048,PLT006,2025-02-25,C30,30,159.35,311.67,174.32,754.97,978.76,3.21,0.898,32356.05
PRD0006049,PLT006,2025-02-25,C25,25,128.58,255.49,173.64,782.94,1039.77,4.74,0.8713,24552.99
PRD0006050,PLT006,2025-02-26,C40,40,100.66,362.08,159.87,746.79,1028.38,3.71,0.8981,23534.65
PRD0006051,PLT006,2025-02-26,C35,35,118.02,330.8,169.45,726.39,1033.6,4.82,0.9247,25491.98
PRD0006052,PLT006,2025-02-26,C40,40,119.75,361.68,157.12,788.61,1005.14,3.95,0.9321,27767.64
PRD0006053,PLT006,2025-02-26,C35,35,119.29,329.97,169.74,749.24,1056.65,3.94,0.8813,26039.27
PRD0006054,PLT006,2025-02-27,C25,25,121.86,260.23,177.21,746.17,1054.06,2.51,0.8827,23204.63
PRD0006055,PLT006,2025-02-27,C40,40,88.4,362.23,164.42,754.8,1033.89,3.86,0.8792,20764.52
PRD0006056,PLT006,2025-02-28,C25,25,99.48,258.79,186.4,772.71,1019.45,6.04,0.9167,18787.34
PRD0006057,PLT006,2025-02-28,C30,30,89.68,295.1,169.37,767.98,1060.98,5.3,0.8833,18273.95
PRD0006058,PLT006,2025-02-28,C30,30,85.08,300.26,179.85,777.84,977.2,7.57,0.8626,17423.54
PRD0006059,PLT006,2025-02-28,C30,30,94.53,297.43,180.99,774.09,1011.55,4.97,0.9478,18961.55
PRD0006060,PLT006,2025-03-01,C35,35,91.7,329.54,163.42,743.95,1013.03,3.04,0.9424,19719.71
PRD0006061,PLT006,2025-03-01,C40,40,90.86,363.57,167.12,783.09,1033.72,4.34,0.8972,21248.59
PRD0006062,PLT006,2025-03-01,C30,30,104.85,304.84,171.96,781.44,1010.12,6.52,0.8673,21449.73
PRD0006063,PLT006,2025-03-01,C25,25,125.34,263.5,180.63,717.41,992.06,5.32,0.933,23576.47
PRD0006064,PLT006,2025-03-02,C25,25,90.99,255.59,182.2,761.34,1001.4,3.66,0.8939,17279.23
PRD0006065,PLT006,2025-03-02,C25,25,77.53,257.0,184.85,770.78,1000.97,4.54,0.9042,14685.9
PRD0006066,PLT006,2025-03-02,C40,40,125.48,372.67,161.97,777.91,1011.82,2.99,0.8791,29473.29
PRD0006067,PLT006,2025-03-03,C40,40,97.53,357.17,156.97,803.3,993.96,4.67,0.9276,22638.46
PRD0006068,PLT006,2025-03-03,C25,25,99.93,255.4,174.04,781.55,1006.86,2.78,0.8564,19151.64
PRD0006069,PLT006,2025-03-03,C40,40,127.77,359.08,156.61,760.18,1012.11,5.39,0.9345,29609.12
PRD0006070,PLT006,2025-03-04,C25,25,115.95,255.91,173.92,775.21,993.18,3.6,0.9262,21846.74
PRD0006071,PLT006,2025-03-04,C35,35,95.33,342.26,163.63,754.87,1071.04,3.49,0.9078,20675.62
PRD0006072,PLT006,2025-03-05,C35,35,94.36,324.29,167.3,770.04,1090.04,5.45,0.9153,20427.52
PRD0006073,PLT006,2025-03-05,C40,40,78.09,360.57,160.77,706.78,995.09,4.46,0.9492,18030.23
PRD0006074,PLT006,2025-03-05,C30,30,72.57,301.0,177.14,739.99,946.58,7.18,0.9169,14668.03
PRD0006075,PLT006,2025-03-05,C40,40,100.42,364.56,161.73,735.48,1080.01,3.02,0.9554,23151.77
PRD0006076,PLT006,2025-03-05,C35,35,78.39,326.13,169.7,824.84,1008.53,3.66,0.9292,16913.36
PRD0006077,PLT006,2025-03-06,C25,25,113.2,257.9,179.26,744.92,996.5,3.37,0.941,21251.5
PRD0006078,PLT006,2025-03-06,C25,25,65.46,258.75,184.26,788.5,992.3,4.76,0.8782,12478.03
PRD0006079,PLT006,2025-03-06,C35,35,58.39,319.82,173.66,736.93,1013.06,4.96,0.9527,12524.4
PRD0006080,PLT006,2025-03-07,C30,30,104.71,298.92,171.11,723.27,1002.83,5.73,0.9109,21193.5
PRD0006081,PLT006,2025-03-07,C30,30,106.71,290.88,172.52,754.08,1017.14,3.73,0.8815,21753.96
PRD0006082,PLT006,2025-03-07,C30,30,70.4,295.19,170.3,772.14,999.97,4.03,0.9087,14256.65
PRD0006083,PLT006,2025-03-09,C25,25,138.16,265.5,179.34,727.54,1014.26,4.26,0.96,25814.7
PRD0006084,PLT006,2025-03-09,C25,25,84.51,266.79,176.88,775.82,1010.38,4.37,0.9315,15901.47
PRD0006085,PLT006,2025-03-10,C25,25,145.45,260.12,179.0,795.7,1004.08,4.85,0.9363,27337.28
PRD0006086,PLT006,2025-03-10,C35,35,71.93,335.2,166.32,738.37,999.14,2.99,0.9138,15577.63
PRD0006087,PLT006,2025-03-10,C30,30,127.7,292.77,178.55,757.04,1028.22,4.75,0.8848,26012.62
PRD0006088,PLT006,2025-03-10,C30,30,117.74,302.3,175.63,742.97,974.96,4.77,0.8786,24019.73
PRD0006089,PLT006,2025-03-10,C25,25,108.29,254.74,181.72,810.02,1022.46,3.7,0.8731,20668.69
PRD0006090,PLT006,2025-03-11,C35,35,69.55,340.1,160.82,785.5,1064.31,2.28,0.9454,14945.77
PRD0006091,PLT006,2025-03-11,C40,40,99.72,367.53,166.24,738.76,1049.22,4.0,0.8941,23338.21
PRD0006092,PLT006,2025-03-11,C40,40,99.64,359.37,155.19,752.89,1039.74,2.9,0.9094,23233.24
PRD0006093,PLT006,2025-03-12,C25,25,98.67,253.62,181.38,786.97,960.5,5.15,0.8873,18768.34
PRD0006094,PLT006,2025-03-12,C35,35,138.83,344.86,166.83,797.45,1028.51,4.42,0.9237,29993.88
PRD0006095,PLT006,2025-03-12,C30,30,96.97,303.28,171.43,739.23,1073.07,4.5,0.9179,19593.89
PRD0006096,PLT006,2025-03-13,C25,25,95.87,259.84,180.41,768.3,1031.0,3.78,0.98,17825.55
PRD0006097,PLT006,2025-03-13,C40,40,139.56,363.58,168.2,738.13,1004.37,4.84,0.8584,32945.73
PRD0006098,PLT006,2025-03-13,C35,35,129.74,324.31,171.87,789.57,1034.8,3.98,0.9675,27727.92
PRD0006099,PLT006,2025-03-13,C40,40,98.8,367.03,160.25,748.78,1036.16,6.94,0.96,22751.15
PRD0006100,PLT006,2025-03-13,C35,35,140.03,322.45,160.78,715.99,1016.19,3.24,0.9023,30411.89
PRD0006101,PLT006,2025-03-14,C35,35,97.82,331.72,174.81,774.66,995.58,3.46,0.9239,21133.25
PRD0006102,PLT006,2025-03-14,C25,25,130.56,258.05,173.16,734.35,999.88,5.4,0.879,24885.01
PRD0006103,PLT006,2025-03-14,C40,40,137.71,361.06,161.89,764.18,1001.13,3.91,0.97,31632.25
PRD0006104,PLT006,2025-03-14,C35,35,129.17,334.39,175.97,796.12,994.47,2.82,0.8714,28265.1
PRD0006105,PLT006,2025-03-16,C25,25,99.68,267.33,177.94,739.21,1010.06,3.8,0.8854,18968.95
PRD0006106,PLT006,2025-03-16,C30,30,122.89,297.28,175.17,736.13,992.33,5.34,0.8846,25033.97
PRD0006107,PLT006,2025-03-16,C25,25,103.7,263.78,178.5,749.27,949.71,4.29,0.9665,19345.4
PRD0006108,PLT006,2025-03-16,C40,40,123.8,374.54,151.73,738.95,1057.72,4.7,0.8991,28939.09
PRD0006109,PLT006,2025-03-17,C30,30,124.12,292.53,176.68,776.85,1069.4,1.79,0.9401,24943.11
PRD0006110,PLT006,2025-03-17,C40,40,108.57,364.51,160.77,781.25,1012.94,5.71,0.881,25490.2
PRD0006111,PLT006,2025-03-17,C35,35,128.32,323.85,170.51,765.11,1039.19,5.8,0.9231,27727.83
PRD0006112,PLT006,2025-03-17,C25,25,109.38,254.27,175.58,751.18,996.44,5.2,0.9279,20599.39
PRD0006113,PLT006,2025-03-17,C35,35,128.93,330.13,171.86,762.17,1038.19,3.94,0.904,27990.21
PRD0006114,PLT006,2025-03-18,C30,30,87.55,298.67,172.47,729.38,1045.59,4.38,0.8779,17864.81
PRD0006115,PLT006,2025-03-18,C35,35,78.44,333.03,162.23,791.51,1015.52,6.04,0.8593,17214.3
PRD0006116,PLT006,2025-03-18,C40,40,71.95,359.37,163.14,804.9,1019.41,4.28,0.9306,16689.56
PRD0006117,PLT006,2025-03-19,C40,40,110.26,369.5,157.85,766.25,1077.89,5.28,0.8826,25877.46
PRD0006118,PLT006,2025-03-19,C35,35,93.91,341.46,170.55,772.82,989.72,4.56,0.9336,20238.61
PRD0006119,PLT006,2025-03-19,C25,25,81.1,264.76,180.45,803.16,1000.97,2.68,0.8748,15472.35
PRD0006120,PLT006,2025-03-19,C30,30,124.24,300.73,170.27,759.17,986.91,2.36,0.8808,25332.93
PRD0006121,PLT006,2025-03-20,C30,30,88.0,290.33,180.69,718.7,1020.02,5.41,0.9622,17588.18
PRD0006122,PLT006,2025-03-20,C35,35,96.34,326.73,170.5,777.02,1060.66,2.49,0.8949,20960.18
PRD0006123,PLT006,2025-03-21,C30,30,111.61,303.1,178.94,752.7,1033.36,4.22,0.8341,23016.51
PRD0006124,PLT006,2025-03-21,C30,30,133.62,302.87,178.94,731.1,1038.21,6.34,0.98,26589.31
PRD0006125,PLT006,2025-03-21,C40,40,85.29,369.28,162.82,784.68,958.92,4.69,0.9601,19639.13
PRD0006126,PLT006,2025-03-21,C40,40,108.91,365.17,157.66,749.75,1084.64,5.98,0.9396,25206.7
PRD0006127,PLT006,2025-03-22,C35,35,111.73,330.4,176.55,775.39,1026.28,6.36,0.8638,24493.62
PRD0006128,PLT006,2025-03-22,C40,40,105.67,359.8,160.95,779.97,1018.57,6.26,0.9387,24460.57
PRD0006129,PLT006,2025-03-22,C35,35,119.21,325.67,166.17,771.7,1029.56,5.18,0.9247,25748.44
PRD0006130,PLT006,2025-03-22,C40,40,112.1,376.8,156.73,753.73,1053.09,3.35,0.8493,26522.2
PRD0006131,PLT006,2025-03-23,C40,40,92.79,363.94,159.85,756.68,1011.54,4.93,0.8831,21774.25
PRD0006132,PLT006,2025-03-23,C30,30,134.24,289.37,179.79,749.72,990.73,3.85,0.9228,27092.21
PRD0006133,PLT006,2025-03-23,C25,25,119.53,250.96,181.39,765.48,999.98,3.2,0.8855,22746.27
PRD0006134,PLT006,2025-03-24,C40,40,76.24,377.97,156.16,744.59,1039.56,6.05,0.8651,17970.27
PRD0006135,PLT006,2025-03-24,C35,35,72.5,328.24,162.78,803.94,988.77,6.33,0.8867,15804.2
PRD0006136,PLT006,2025-03-25,C40,40,114.28,362.17,165.46,788.5,1000.19,4.41,0.9332,26491.19
PRD0006137,PLT006,2025-03-25,C40,40,98.57,369.89,157.75,720.43,981.19,5.21,0.9182,22933.66
PRD0006138,PLT006,2025-03-25,C40,40,73.89,350.52,157.92,747.59,1081.14,3.34,0.9087,17231.65
PRD0006139,PLT006,2025-03-25,C30,30,117.3,294.02,171.6,752.05,974.44,3.7,0.9029,23789.55
PRD0006140,PLT006,2025-03-26,C25,25,96.25,261.75,186.95,771.0,1014.69,3.02,0.8983,18259.28
PRD0006141,PLT006,2025-03-26,C25,25,93.01,259.07,184.45,757.87,1047.27,6.01,0.8873,17691.82
PRD0006142,PLT006,2025-03-27,C30,30,132.74,298.53,174.29,789.29,1036.61,4.67,0.8865,27027.32
PRD0006143,PLT006,2025-03-27,C35,35,108.66,325.4,166.86,764.41,1025.57,3.31,0.9522,23310.87
PRD0006144,PLT006,2025-03-27,C40,40,138.81,361.54,154.13,782.17,994.51,3.21,0.9029,32416.48
PRD0006145,PLT006,2025-03-27,C25,25,55.0,257.31,184.09,782.6,1045.23,6.19,0.9224,10372.49
PRD0006146,PLT006,2025-03-28,C35,35,80.82,327.5,169.65,756.32,1032.33,3.53,0.8733,17675.62
PRD0006147,PLT006,2025-03-28,C30,30,106.8,303.52,173.15,825.91,1015.92,5.4,0.8593,21890.37
PRD0006148,PLT006,2025-03-28,C30,30,147.11,300.71,175.31,750.69,980.76,3.12,0.9161,29739.03
PRD0006149,PLT006,2025-03-28,C40,40,81.72,374.51,164.55,810.66,1063.94,4.66,0.8568,19299.01
PRD0006150,PLT006,2025-03-28,C30,30,136.37,293.34,177.18,747.64,991.19,4.69,0.8557,27976.24
PRD0006151,PLT006,2025-03-29,C30,30,101.0,299.06,174.03,726.55,1005.34,3.78,0.9447,20274.75
PRD0006152,PLT006,2025-03-29,C35,35,101.37,334.16,170.97,716.98,1017.04,5.08,0.9181,21929.66
PRD0006153,PLT006,2025-03-29,C35,35,85.17,332.99,169.61,765.87,1030.4,4.12,0.8879,18561.75
PRD0006154,PLT006,2025-03-29,C40,40,86.83,359.46,159.29,715.06,1005.25,3.69,0.9311,20138.8
PRD0006155,PLT006,2025-03-30,C40,40,93.07,363.71,159.19,753.74,995.41,4.67,0.8505,22013.6
PRD0006156,PLT006,2025-03-30,C30,30,115.02,304.03,170.34,705.77,999.44,5.44,0.8321,23730.7
PRD0006157,PLT006,2025-03-31,C30,30,140.94,305.05,177.18,744.33,1068.41,4.13,0.907,28555.54
PRD0006158,PLT006,2025-03-31,C30,30,113.39,310.2,175.52,748.42,973.47,2.7,0.956,22698.41
PRD0006159,PLT006,2025-04-01,C35,35,93.01,331.48,174.32,739.45,1003.33,3.44,0.9282,20071.94
PRD0006160,PLT006,2025-04-01,C35,35,114.4,330.88,169.21,778.53,1050.65,3.02,0.9242,24713.44
PRD0006161,PLT006,2025-04-01,C35,35,111.31,328.26,169.17,802.82,993.27,3.36,0.8813,24298.62
PRD0006162,PLT006,2025-04-01,C25,25,132.14,259.72,186.55,759.91,1017.11,2.9,0.9737,24606.19
PRD0006163,PLT006,2025-04-01,C25,25,96.31,265.1,177.1,780.77,1003.12,6.68,0.9492,18043.54
